34139,34231,16799.0,16964.0
34233,34307,17028.0,17508.0
34302,34409,17504.0,17585.0
34406,34483,17592.0,18552.0
34480,34695,18562.0,18778.0
34706,34864,18790.0,18922.0
34859,34927,18918.0,19101.0
34922,35248,19097.0,19184.0
35245,35904,19191.0,19515.0
35940,36008,19648.0,19720.0
36011,36235,19730.0,19814.0
36230,36340,19814.0,19940.0
36367,36981,19975.0,20794.0
37034,37153,20833.0,20914.0
37150,37317,20910.0,21774.0
37323,37463,21770.0,21839.0
37471,37626,21835.0,21955.0
37621,37698,21951.0,22020.0
37759,37887,22016.0,22085.0
37911,38093,22081.0,22240.0
38094,38255,22294.0,22396.0
38270,38863,22464.0,22950.0
38892,39110,22946.0,23327.0
39107,39247,23326.0,23554.0
39253,39519,23580.0,24357.0
39521,39595,24365.0,24479.0
39596,39850,24490.0,24604.0
39845,39946,24600.0,24756.0
40043,40135,24750.0,24894.0
40137,40259,24929.0,26138.0
40256,40420,26158.0,26359.0
40469,40651,26363.0,26474.0
40676,40954,26470.0,26578.0
40965,41075,26571.0,26973.0
41072,41143,26967.0,27315.0
41176,41472,27317.0,27569.0
41486,41590,27571.0,27739.0
41585,41797,27740.0,27830.0
41861,41938,27848.0,27932.0
41946,42047,27953.0,28019.0
42047,42124,28018.0,28123.0
42127,42195,28139.0,28358.0
42189,42293,28426.0,28612.0
42288,42356,28606.0,28795.0
42367,43173,28788.0,28935.0
43183,43248,28959.0,29034.0
43248,44129,29061.0,29130.0
44126,45466,29126.0,29267.0
45750,47138,29261.0,29360.0
47140,47298,29382.0,29562.0
47303,47776,29558.0,30290.0
47824,47916,30286.0,30379.0
47913,49631,30375.0,30447.0
49638,49826,30464.0,30566.0
50305,50466,30562.0,30847.0
50466,50684,30866.0,31121.0
50690,50782,31121.0,31331.0
50814,50927,31410.0,31488.0
50961,51149,31484.0,31637.0
51160,51546,31637.0,31943.0
51543,51719,31963.0,32503.0
51739,51828,32499.0,32649.0
51825,51896,32654.0,32819.0
51925,52047,32812.0,32953.0
52056,52190,32949.0,33117.0
52193,52333,33133.0,33238.0
52333,52440,33265.0,33340.0
52434,52616,33343.0,33424.0
52619,52918,33417.0,33528.0
52919,53152,33524.0,33602.0
53163,53243,33598.0,33670.0
53253,53435,33669.0,33810.0
53452,53574,33809.0,34064.0
53575,53964,34079.0,34193.0
53964,54254,34234.0,34984.0
54248,54322,35001.0,35139.0
54323,54412,35138.0,35207.0
54464,54541,35208.0,35295.0
54605,54745,35288.0,35483.0
54739,54849,35479.0,35608.0
54843,54917,35604.0,35688.0
54928,55104,35682.0,35760.0
55185,55274,35840.0,35939.0
55294,55386,35949.0,36018.0
55413,55502,36014.0,36155.0
55508,55930,36151.0,36778.0
55956,56024,36774.0,36993.0
56039,56176,37046.0,37142.0
56185,56301,37138.0,37222.0
56298,56369,37296.0,37365.0
56371,56502,37376.0,37511.0
56528,56962,37533.0,37623.0
56967,57053,37647.0,37716.0
57050,57139,37712.0,37928.0
57142,57243,37924.0,38002.0
57240,57305,38009.0,38093.0
57319,58179,38089.0,38200.0
58176,58334,38205.0,38271.0
58337,58453,38330.0,38402.0
58458,58538,38403.0,38571.0
58540,59124,38599.0,38686.0
59287,59442,38697.0,38781.0
59450,59518,38777.0,38960.0
59515,59664,38959.0,39565.0
59661,59807,39559.0,39688.0
59828,60100,39691.0,39874.0
60117,60188,39870.0,40029.0
60198,60293,40031.0,40127.0
60322,60855,40123.0,40675.0
60858,60935,41453.0,41636.0
60942,61082,41637.0,41958.0
61079,61291,42055.0,42184.0
61288,61500,42197.0,42308.0
61508,61756,42310.0,44503.0
61762,61947,44513.0,44627.0
61958,62065,44674.0,44908.0
62097,62597,44904.0,45000.0
62594,62689,45053.0,45119.0
62683,63171,45122.0,45215.0
63173,63247,45233.0,45305.0
63244,63528,45318.0,45486.0
63528,63827,45491.0,45563.0
63865,63933,45572.0,45659.0
63964,64155,45661.0,45757.0
64172,64297,45759.0,46716.0
64294,64524,46747.0,46831.0
64559,64738,46825.0,46915.0
64735,64890,48299.0,48446.0
64910,64975,48439.0,48574.0
65007,65417,48632.0,49166.0
65414,65479,49166.0,49307.0
65517,65759,49303.0,49570.0
65807,65932,49573.0,49744.0
65988,66185,49740.0,49878.0
66197,66523,49874.0,50126.0
66534,66647,50144.0,50210.0
66644,66838,50358.0,52524.0
66897,66962,52526.0,52631.0
66959,67132,52624.0,52777.0
67177,67374,52770.0,52893.0
67371,67514,52889.0,53744.0
67508,67630,53750.0,53837.0
67625,67816,53833.0,53941.0
67813,68646,53949.0,54051.0
68646,68882,54099.0,54270.0
68879,69295,54295.0,54364.0
69297,69599,54366.0,54543.0
69609,69881,54548.0,54749.0
69876,70103,54778.0,54853.0
70132,70203,54857.0,54971.0
70200,70295,54979.0,55336.0
70320,70394,55329.0,58404.0
70403,70513,58439.0,58520.0
70510,71265,58520.0,58589.0
71266,71340,61611.0,61743.0
71337,71402,61747.0,61816.0
71399,72115,62240.0,63695.0
72125,72190,64829.0,64949.0
72222,72593,64945.0,65032.0
72595,72723,65025.0,65181.0
72720,72875,65216.0,65303.0
72889,72957,65308.0,65413.0
72993,73205,65413.0,65488.0
73212,73418,65520.0,65631.0
73473,73739,65631.0,65841.0
73789,73911,65837.0,65912.0
73937,74050,65913.0,66015.0
74084,74485,66027.0,66186.0
74515,74868,66189.0,66255.0
74897,75016,66251.0,66329.0
75034,75222,66323.0,66488.0
75227,75403,66505.0,66583.0
75443,75514,66582.0,66735.0
75511,75621,66729.0,66813.0
75616,75738,66829.0,67048.0
75735,75977,67063.0,67144.0
75993,76067,67195.0,67303.0
76064,76288,67341.0,67407.0
76339,76404,67408.0,67522.0
76417,76527,67537.0,67663.0
76565,76687,67659.0,67734.0
76724,76840,67728.0,67812.0
76853,77206,67808.0,67937.0
77220,77519,67936.0,68089.0
77516,78799,68085.0,68265.0
78796,78912,68304.0,68415.0
78939,79124,68417.0,68519.0
79128,79250,68524.0,68605.0
79282,79380,68616.0,68871.0
79377,79643,68878.0,68968.0
79640,79837,68987.0,69074.0
79843,80085,69068.0,69194.0
80107,80553,69214.0,69298.0
80559,80756,69294.0,69492.0
80753,80860,69538.0,69607.0
80863,80982,69603.0,69690.0
80982,81458,69818.0,70001.0
81455,81649,70055.0,70175.0
81651,81833,70204.0,71491.0
81833,81991,71526.0,71670.0
81985,82071,71669.0,71738.0
82068,82214,71741.0,71903.0
82211,82348,71899.0,72004.0
82360,82473,72005.0,72074.0
82508,82600,72070.0,72292.0
82630,82716,72299.0,72365.0
82724,83011,72385.0,72463.0
83006,83137,72472.0,72550.0
83132,83242,72562.0,72859.0
83239,83313,72883.0,72961.0
83348,83689,72989.0,74366.0
83698,83829,74362.0,74518.0
83830,83976,74514.0,75687.0
83976,84047,75693.0,75849.0
84047,84118,75877.0,76954.0
84115,84291,76957.0,77731.0
84288,84353,78025.0,78910.0
84348,84449,78919.0,79126.0
84459,84548,79135.0,79444.0
84551,85312,79440.0,79521.0
85317,85409,79517.0,80156.0
85433,85570,80152.0,80269.0
85588,87354,80265.0,80346.0
87845,87946,80345.0,80567.0
87961,88041,80571.0,80832.0
88038,88118,80842.0,81031.0
88113,88229,81072.0,81309.0
88224,88313,81308.0,81656.0
88314,88787,83303.0,84275.0
88784,89032,84345.0,84441.0
89057,89152,84443.0,84563.0
89198,89401,84568.0,84643.0
89401,89487,84644.0,84779.0
89537,89626,84818.0,84899.0
89623,89832,84930.0,85026.0
89829,90092,85020.0,85122.0
93181,94653,85131.0,85299.0
98400,99647,85305.0,86163.0
100712,100918,86175.0,86256.0
100945,102240,86284.0,86398.0
102257,103153,86408.0,86768.0
105250,105333,86805.0,87048.0
105330,105431,87053.0,87194.0
105438,105683,87203.0,87278.0
105687,105785,87341.0,87455.0
105843,105920,87451.0,87529.0
105917,106456,87523.0,87661.0
106460,106552,87657.0,88044.0
107533,107652,88069.0,88144.0
107652,107720,88173.0,88380.0
107736,107972,88395.0,88686.0
107993,108217,88682.0,88748.0
108266,108496,88780.0,89131.0
108493,108609,89127.0,89196.0
108654,110984,89202.0,89322.0
110995,111093,89318.0,89972.0
111090,111284,89986.0,90190.0
111289,111375,90214.0,90370.0
111375,111482,90380.0,91700.0
111482,111598,91720.0,91801.0
111598,111843,91797.0,91905.0
111908,112027,91907.0,92018.0
112048,112167,92019.0,92091.0
112168,112296,92099.0,92198.0
112329,112460,92209.0,92410.0
112474,112569,92409.0,92529.0
112569,112865,92522.0,92594.0
112862,112969,92605.0,92785.0
112990,113064,92781.0,92874.0
113061,113201,92880.0,92988.0
113244,113318,92994.0,93078.0
113323,113427,93114.0,93210.0
114503,114595,93228.0,93387.0
114607,114675,93396.0,93465.0
114672,114737,93478.0,93646.0
114738,114884,93682.0,93772.0
114892,115152,93774.0,93858.0
115179,115244,93854.0,93938.0
115252,115350,93970.0,94057.0
115390,115530,94083.0,94314.0
115527,115598,94369.0,94468.0
115598,115873,94499.0,94688.0
115877,116173,94682.0,94778.0
116170,116262,94796.0,94862.0
116285,116404,94874.0,94973.0
116408,116476,94967.0,95132.0
116473,116547,95142.0,95301.0
116580,116948,95312.0,95468.0
116945,117025,95493.0,95598.0
117022,117243,95598.0,95679.0
117248,117406,95675.0,95789.0
117418,117486,95796.0,95871.0
117488,117565,95877.0,95943.0
117562,117795,95942.0,96029.0
117847,117948,96067.0,96271.0
117945,118124,96271.0,96412.0
118121,118261,96427.0,96655.0
118268,118498,96655.0,96814.0
118504,118590,96871.0,96982.0
118590,118676,97012.0,97099.0
118686,118964,97135.0,97276.0
118961,119284,97272.0,97392.0
120130,120234,97419.0,97497.0
120379,120468,97510.0,97696.0
120528,120758,97708.0,97813.0
120777,120887,97812.0,98112.0
120884,120979,98117.0,98270.0
120989,121198,98270.0,98420.0
121199,121303,98436.0,98568.0
121309,121455,98574.0,98652.0
121495,121629,98648.0,98768.0
121631,121762,98764.0,98848.0
121757,121870,98842.0,98911.0
121915,121980,98918.0,99107.0
121977,122138,99115.0,99205.0
122135,122494,99208.0,99394.0
122555,122686,99397.0,99637.0
122683,122856,99644.0,99746.0
122856,122924,99773.0,99890.0
122942,123013,99886.0,100018.0
127582,127659,100021.0,100099.0
127669,127788,100105.0,100270.0
127824,127895,100271.0,100439.0
127909,129336,100459.0,100639.0
129345,129527,100635.0,100743.0
129551,129658,100770.0,100857.0
129655,129810,100868.0,101006.0
129884,130078,101062.0,101128.0
130079,130372,101127.0,101223.0
130372,130560,101227.0,101299.0
130557,130886,101348.0,101486.0
130901,130987,101511.0,101589.0
131021,131182,101585.0,101660.0
131231,131341,101654.0,101726.0
131350,131478,101728.0,101806.0
131473,131634,101802.0,101889.0
131649,131717,101885.0,101984.0
131769,131858,101983.0,102091.0
131891,134212,102091.0,102868.0
134247,134750,104031.0,105039.0
134804,134905,105035.0,105104.0
134900,135019,105100.0,105223.0
135034,135201,105227.0,105335.0
135214,135426,105336.0,105417.0
135446,135511,105432.0,105507.0
135542,135637,105570.0,105969.0
135658,135729,105965.0,106226.0
135726,135827,106265.0,106424.0
135832,136104,106439.0,106703.0
136151,136237,106699.0,106798.0
136234,136434,106794.0,106890.0
136429,136596,106892.0,107000.0
136616,136702,106993.0,107113.0
136723,136818,107143.0,107260.0
136863,136937,107280.0,107418.0
136982,137047,107411.0,107585.0
137044,138633,108410.0,108572.0
138653,138748,108568.0,109216.0
138745,138897,109262.0,109487.0
138894,138962,109496.0,109598.0
139007,139216,109594.0,109741.0
139221,139511,109740.0,109842.0
139508,139639,109854.0,109959.0
139636,140157,109971.0,111123.0
140154,140270,113543.0,113645.0
140267,140416,113656.0,113791.0
140413,140778,113790.0,114003.0
140780,141100,113999.0,114104.0
141140,141259,114755.0,115547.0
141284,141967,115543.0,115633.0
141968,142036,115663.0,115810.0
142033,142122,115804.0,116638.0
142119,142277,119583.0,119694.0
142274,142390,119705.0,119822.0
142393,142458,119818.0,120982.0
142453,142689,120990.0,121062.0
142704,142772,121058.0,121229.0
144495,144608,121246.0,121336.0
144605,144676,121362.0,121518.0
144673,145017,121512.0,121581.0
145030,146310,121577.0,122315.0
146360,146524,122319.0,122400.0
146525,146632,122396.0,122567.0
146632,146856,122567.0,122753.0
146861,147019,122769.0,122868.0
147019,147870,122877.0,123006.0
147878,148174,123006.0,123207.0
148179,148337,123203.0,123299.0
148331,148531,123315.0,123393.0
148545,148763,123389.0,123527.0
148757,148837,123523.0,123634.0
148883,149119,123630.0,123939.0
149116,149187,124910.0,124979.0
149181,149270,127299.0,128247.0
149267,149404,130964.0,131042.0
149398,149580,131088.0,131214.0
149585,149668,131264.0,131357.0
149665,149808,131353.0,131485.0
149805,149912,131489.0,131609.0
149912,149989,131605.0,131731.0
150006,150104,131778.0,131910.0
150101,150178,131915.0,132005.0
150181,150255,132065.0,132584.0
150252,150320,132578.0,132659.0
150327,150452,132688.0,132775.0
150447,150560,132771.0,132933.0
150557,150655,132933.0,133008.0
150659,150811,133002.0,134187.0
150821,150895,134183.0,134483.0
150917,151012,134479.0,134569.0
151030,151107,134565.0,135027.0
151104,151175,135081.0,135156.0
151172,151312,135156.0,135228.0
151338,151460,135258.0,135333.0
151469,151588,135344.0,135476.0
151585,151731,135472.0,135592.0
151744,152067,135588.0,135669.0
152084,152167,135669.0,135789.0
152171,152320,135817.0,135940.0
152364,152588,135936.0,136011.0
152641,152712,136012.0,136084.0
152709,152816,136083.0,136227.0
152813,152947,136223.0,136358.0
152947,153036,136451.0,136559.0
153050,153199,136583.0,136673.0
153196,153285,136721.0,136841.0
153300,153446,136837.0,137020.0
153443,153553,137124.0,137223.0
153589,153705,137219.0,137297.0
153718,153789,137291.0,137405.0
153802,153867,137413.0,137482.0
153891,153989,137478.0,137718.0
153995,154294,137763.0,137910.0
154368,154457,137906.0,137972.0
154474,154566,137982.0,138090.0
154563,154805,138086.0,138185.0
154823,154906,138179.0,139550.0
154906,154992,139573.0,139654.0
154989,155129,139672.0,139774.0
155138,155203,139767.0,139857.0
155200,155397,139853.0,139940.0
155394,155504,139956.0,140259.0
155504,155608,140288.0,140390.0
155661,155861,140442.0,140604.0
155892,155966,140600.0,140678.0
156002,156085,140674.0,140770.0
156082,156171,140764.0,140962.0
156177,156287,140989.0,141061.0
156291,156380,141057.0,141135.0
156409,156474,141131.0,141221.0
156468,156800,141242.0,141554.0
156920,157072,141565.0,141976.0
157102,157185,141982.0,142060.0
157206,157298,142066.0,142228.0
157295,157525,142239.0,142458.0
157534,157629,142454.0,142535.0
157632,157814,142531.0,142681.0
157811,157927,142681.0,142783.0
157945,158022,142789.0,142858.0
158022,158246,142865.0,142964.0
158243,158320,142966.0,143092.0
158317,158910,143088.0,143316.0
158960,159178,143320.0,143395.0
159191,159259,143391.0,143532.0
159256,159330,143528.0,143630.0
159327,159794,143652.0,143724.0
159798,160148,143723.0,143993.0
160189,160269,143989.0,144079.0
160315,160458,144101.0,144185.0
160455,160619,144197.0,144272.0
160638,160760,144283.0,144433.0
160755,160880,144447.0,144543.0
160887,161066,144536.0,144686.0
161195,161416,144692.0,144803.0
161411,161512,144797.0,144875.0
161532,161666,144881.0,144956.0
161663,161737,144958.0,145051.0
161743,161811,145044.0,145128.0
161808,162035,145141.0,145369.0
162030,164534,145363.0,145453.0
164537,164743,145449.0,146463.0
164740,164940,146459.0,146558.0
164956,165081,146554.0,146638.0
165078,167264,146664.0,146754.0
167274,169727,146777.0,146939.0
169736,170575,146965.0,147034.0
170572,171465,147136.0,147232.0
173502,173567,147235.0,147316.0
173594,173710,147317.0,147407.0
173731,174105,147411.0,148278.0
174132,174281,149078.0,149189.0
174295,174405,149203.0,149317.0
174407,174721,149313.0,150447.0
174734,174862,150459.0,151512.0
174881,174946,151542.0,151608.0
174970,175095,151608.0,151767.0
175096,175170,151761.0,151962.0
175183,175344,151958.0,153092.0
175368,176528,153104.0,153173.0
176525,176617,153186.0,153270.0
176614,176703,153302.0,153398.0
176712,176954,153403.0,153523.0
176959,177036,153568.0,153766.0
177043,177192,153774.0,153882.0
177197,177469,153885.0,154188.0
177466,177564,154234.0,154309.0
177578,177649,154329.0,154425.0
177673,177747,154527.0,154731.0
177744,177938,154727.0,154853.0
177961,178323,154853.0,155042.0
178335,178484,155054.0,155240.0
178481,178600,155239.0,155377.0
178597,178824,155373.0,155538.0
178841,178939,155567.0,155717.0
178933,179055,155711.0,156002.0
179082,179189,156002.0,156131.0
179196,179267,156169.0,157213.0
179313,179492,157213.0,157288.0
179535,179633,157326.0,157407.0
179634,179825,157403.0,157580.0
179822,180754,157601.0,157715.0
180763,180966,157708.0,157816.0
180995,182308,160681.0,160762.0
182358,182441,160758.0,160905.0
182435,182587,160931.0,161039.0
182584,182664,161040.0,161109.0
182680,182745,161110.0,161215.0
182749,182826,161223.0,161343.0
182823,183620,161351.0,161561.0
183624,183752,161560.0,161647.0
183758,183844,161661.0,161745.0
183841,184113,161784.0,161910.0
184110,184211,161914.0,162013.0
184240,184338,162048.0,162123.0
184333,184440,162125.0,162347.0
184437,184571,162362.0,162446.0
184579,184680,162445.0,162619.0
184677,184799,162623.0,162749.0
184836,184970,162748.0,163120.0
184995,185063,163137.0,163326.0
185060,185230,164346.0,164412.0
185227,185346,164408.0,164600.0
185343,185570,164596.0,164698.0
185586,185672,164771.0,164924.0
185694,185780,164939.0,165179.0
185780,185938,165175.0,165250.0
185947,186048,165249.0,165399.0
186066,186353,165486.0,165684.0
186350,186454,165677.0,165770.0
186456,186617,165790.0,165877.0
186614,186706,165873.0,165945.0
186706,186930,165951.0,166029.0
186927,187064,166035.0,166161.0
187074,187256,166163.0,166238.0
187251,187373,166313.0,166457.0
187370,187453,166487.0,166652.0
187464,187589,166666.0,166765.0
187603,187674,166770.0,166848.0
187671,187751,166870.0,167101.0
187820,187885,167095.0,167167.0
187921,187995,167163.0,167241.0
187992,188072,167323.0,167398.0
188076,188234,167436.0,167544.0
188231,188320,167540.0,167843.0
188344,188409,167836.0,168313.0
188432,188560,168346.0,168433.0
188581,188685,168429.0,168555.0
188721,189098,168612.0,168720.0
189117,189497,168716.0,168839.0
189494,189619,168845.0,168911.0
189651,189773,168911.0,169016.0
189768,189845,169012.0,169081.0
190606,190731,169083.0,169254.0
190728,190823,170667.0,171126.0
190823,190897,171128.0,171251.0
190894,191040,171272.0,171347.0
191037,191708,171381.0,171513.0
191744,191836,171509.0,171767.0
191833,191898,171763.0,171847.0
191900,192580,171841.0,172084.0
192586,192753,172126.0,172234.0
192787,192870,172253.0,172451.0
193434,194717,172547.0,172640.0
194748,194906,172639.0,172744.0
195664,195816,172804.0,173047.0
195844,195933,173096.0,173186.0
195930,196055,173179.0,173395.0
196049,196534,173531.0,173618.0
197895,200360,173684.0,173834.0
200361,200471,173848.0,173917.0
200465,200590,173961.0,174030.0
200603,200686,174064.0,174226.0
200683,200967,174236.0,174311.0
202008,202556,174344.0,174422.0
205093,208608,174451.0,175354.0
209612,209722,175373.0,176894.0
209725,209808,176911.0,177100.0
209802,211820,177109.0,177205.0
211822,212028,177201.0,178599.0
212028,212171,178619.0,178691.0
212168,212266,178743.0,178977.0
212270,212350,178981.0,179200.0
212379,213629,179199.0,181131.0
213630,213806,181152.0,181272.0
213818,213910,181749.0,181821.0
213907,214068,181817.0,182042.0
214097,214171,182038.0,182293.0
214201,214272,182289.0,182427.0
215265,215333,182423.0,182489.0
215328,215486,182543.0,182651.0
215483,215569,182645.0,182720.0
215582,215701,182726.0,182888.0
215698,215979,182917.0,182992.0
215986,216156,182988.0,183189.0
216210,216539,183185.0,183392.0
216555,216728,183428.0,183542.0
216725,216838,183545.0,183668.0
216835,216930,183664.0,183751.0
216991,217110,184345.0,184450.0
217124,217399,184446.0,184737.0
217465,217767,184736.0,184808.0
217764,217856,184807.0,184873.0
217870,218661,184869.0,185601.0
218675,218839,185656.0,185860.0
218836,218958,185856.0,185943.0
218953,219048,185951.0,186047.0
219133,219426,187077.0,187152.0
219427,219636,187151.0,187331.0
219661,219762,187406.0,187550.0
219814,219915,187619.0,187715.0
219912,219986,187714.0,188011.0
220008,220079,188035.0,188236.0
220080,220496,188288.0,188396.0
220493,220567,188396.0,188681.0
220564,220629,188684.0,188942.0
220624,220725,188959.0,189115.0
220729,220857,189111.0,189195.0
220871,220981,189270.0,189375.0
220978,221073,189368.0,189488.0
221077,221145,189516.0,189606.0
221164,221508,189605.0,189707.0
221567,221740,189763.0,189952.0
221759,221890,189948.0,190029.0
221908,222183,190062.0,190200.0
222195,222296,190201.0,190279.0
222293,222547,190302.0,190647.0
222550,222648,190665.0,190764.0
222645,222716,190772.0,190964.0
222713,222829,190960.0,191044.0
223405,223503,191047.0,191329.0
223498,223611,191335.0,191509.0
223655,223732,191502.0,191589.0
223754,223909,191621.0,191693.0
223909,224076,191695.0,191767.0
224073,224159,191761.0,191989.0
224159,224230,192586.0,192700.0
224242,224343,192694.0,192763.0
224360,224425,192757.0,193060.0
224422,224523,193069.0,193279.0
224531,224635,193273.0,193435.0
224685,225212,193477.0,193690.0
225241,225318,193697.0,193832.0
225330,225416,193852.0,193918.0
225422,225595,193957.0,194074.0
225609,225701,194088.0,194277.0
225698,225772,194313.0,195624.0
225782,225847,195627.0,195819.0
225844,225918,195819.0,196200.0
225931,226053,196216.0,196384.0
226047,226133,196378.0,196459.0
226144,226224,196465.0,196711.0
226221,226358,196707.0,197496.0
226415,226480,197559.0,197838.0
226501,226602,197832.0,198030.0
226599,226718,198044.0,198512.0
226712,226843,198505.0,198577.0
226887,227018,198650.0,198827.0
227012,227086,198834.0,198906.0
227097,227228,198945.0,199050.0
227231,227302,199077.0,199266.0
227296,227448,199341.0,200115.0
227471,227542,200129.0,200285.0
227555,227671,200338.0,200422.0
227701,227841,201855.0,201948.0
227843,228025,201986.0,202082.0
228049,228147,202093.0,202186.0
228147,228293,202268.0,202394.0
228305,228397,202944.0,203019.0
228429,228506,203052.0,203169.0
228500,228631,203175.0,203412.0
228641,228883,203413.0,203479.0
228907,229191,203497.0,203713.0
229216,229302,203709.0,203796.0
229312,229392,203834.0,203918.0
229389,229970,203923.0,204040.0
230006,230116,204034.0,204565.0
230145,230357,204572.0,204665.0
230514,230687,204673.0,204745.0
230714,230788,204752.0,204842.0
230791,230967,204851.0,204929.0
230967,231053,204922.0,205030.0
231082,231294,205067.0,205139.0
231295,231393,205133.0,205262.0
231399,231539,205268.0,205364.0
231536,231922,205370.0,205466.0
232574,232930,205469.0,205556.0
232925,233017,205570.0,207031.0
233014,233295,207078.0,207333.0
233309,233374,207379.0,207535.0
233411,233479,207555.0,207678.0
233480,233566,207674.0,207806.0
233563,233670,207823.0,208489.0
233680,233757,208498.0,208564.0
233768,233857,208583.0,208937.0
233854,233937,208958.0,209024.0
233946,234047,209017.0,209089.0
234044,234109,209094.0,209562.0
234147,234275,209558.0,209633.0
234272,234337,209655.0,209952.0
234338,234430,209999.0,210332.0
234441,234677,210328.0,210580.0
234742,234816,210574.0,211060.0
234811,234969,211056.0,211248.0
234983,235081,211244.0,211412.0
235087,235167,211421.0,211613.0
235164,235538,211619.0,211706.0
235547,235828,211708.0,211840.0
235869,235940,211847.0,211919.0
235956,236057,211924.0,212101.0
236058,236798,212134.0,212341.0
236805,237116,212335.0,212497.0
237117,237221,212520.0,212742.0
237218,237295,212772.0,212844.0
237289,237399,212840.0,212957.0
237408,237476,213004.0,213574.0
237498,237584,213574.0,213661.0
237588,237695,213660.0,213852.0
237697,237846,213851.0,214010.0
237843,237980,214030.0,214102.0
237977,238120,214098.0,214164.0
238171,238326,214179.0,215025.0
238328,238393,215060.0,215144.0
238390,238536,215140.0,215572.0
238533,238625,215571.0,215904.0
238622,238693,215900.0,215990.0
238725,238832,215986.0,216070.0
238844,238966,216069.0,216228.0
239000,239086,216237.0,216309.0
239095,239190,216361.0,216637.0
239184,239378,216640.0,216706.0
239451,239537,216715.0,216796.0
239551,239760,216792.0,217137.0
239819,240109,217160.0,217292.0
240106,240297,217296.0,217566.0
240299,240370,217582.0,217663.0
240367,240816,217659.0,217944.0
241022,241087,217947.0,218079.0
241087,241212,218088.0,218262.0
241207,241329,218277.0,218439.0
241366,241461,218570.0,218717.0
241484,241576,218722.0,218848.0
241570,242160,218844.0,218913.0
242157,242249,218909.0,219461.0
242246,242470,219460.0,219610.0
242465,242608,219606.0,219939.0
242632,243237,219943.0,220279.0
243247,243345,220296.0,221076.0
243340,243462,221072.0,221159.0
243485,243565,221155.0,221323.0
243610,243741,221326.0,221416.0
243738,244121,221426.0,221519.0
244165,244233,221515.0,221584.0
244242,244379,221578.0,221662.0
244391,244534,221656.0,221752.0
244546,245094,221769.0,221859.0
245091,245156,221863.0,221962.0
245153,245287,221961.0,223092.0
245296,245499,223114.0,223207.0
245537,245611,223235.0,223955.0
245608,245757,223957.0,224032.0
245754,246005,224028.0,224151.0
246022,246102,224152.0,224257.0
246127,246234,224253.0,224331.0
246231,246326,224337.0,224427.0
246323,246613,224426.0,224510.0
246621,246695,224506.0,224590.0
246692,246760,224586.0,224727.0
246757,247461,224723.0,225212.0
247456,247644,225241.0,225358.0
247675,247758,225632.0,225788.0
247779,247907,225862.0,226063.0
247904,248134,226059.0,226137.0
